,id,breed,intake_type,intake_subtype,date_in,condition,outcome,outcome_sub,date_out
25768,A1084106,PIT BULL,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1570492800.0
25769,A1084107,ALASKAN HUSKY,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570147200.0
25770,A1084108,ALASKAN HUSKY,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570147200.0
25771,A1084109,ALASKAN HUSKY,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,TRANSPORT,1570060800.0
25772,A1084110,BULL TERRIER,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570406400.0
25773,A1084111,MASTIFF,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570233600.0
25774,A1084112,POODLE TOY,OWNER SURRENDER,APPOINT,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,MEDICAL-CONTAGIOUS,1570492800.0
25775,A1084113,PIT BULL,STRAY,CONFINED,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1571702400.0
25776,A1084114,YORKSHIRE TERR,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570147200.0
25777,A1084117,GERM SHEPHERD,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570406400.0
25778,A1084118,DOMESTIC SH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,EAC,1570492800.0
25779,A1084119,DOMESTIC SH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1569974400.0
25780,A1084120,DOMESTIC SH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570233600.0
25781,A1084121,RABBIT SH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,EAC,1571356800.0
25782,A1084122,RABBIT SH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,EAC,1571443200.0
25783,A1084122,RABBIT SH,OWNER SURRENDER,GENERAL,1574985600.0,APP WNL,TRANSFER,GENERAL,1575244800.0
25784,A1084123,PIT BULL,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,WALK IN,1570060800.0
25785,A1084124,DOMESTIC SH,STRAY,AT LARGE,1569888000.0,TREATABLE MANAGEABLE CONTAGIOUS,EUTHANIZED,HUMANE,1569888000.0
25786,A1084126,PIT BULL,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,BEHAVIOR,1570406400.0
25787,A1084130,DOMESTIC SH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,EAC,1570838400.0
25788,A1084132,SIAMESE,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1569888000.0
25789,A1084133,DOMESTIC SH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1569888000.0
25790,A1084135,DOMESTIC SH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1569888000.0
25791,A1084136,DOMESTIC SH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1569888000.0
25792,A1084137,DOMESTIC SH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1569888000.0
25793,A1084138,DOMESTIC SH,CONFISCATED,QUARANTINE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,SPAY NEUTER NETWORK,1571616000.0
25794,A1084139,DOMESTIC SH,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570147200.0
25795,A1084141,DOMESTIC SH,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1572307200.0
25796,A1084142,CAIRN TERRIER,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,GENERAL,1570233600.0
25797,A1084143,DOMESTIC SH,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1569888000.0
25798,A1084144,DOMESTIC SH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1569888000.0
25799,A1084145,DOMESTIC SH,STRAY,AT LARGE,1569888000.0,APP WNL,TRANSFER,UNDERAGE,1569974400.0
25800,A1084145,DOMESTIC SH,TRANSFER,SURGERY,1574380800.0,APP WNL,TRANSFER,SURGERY,1574380800.0
25801,A1084146,DOMESTIC SH,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,SPAY NEUTER NETWORK,1570060800.0
25802,A1084147,LABRADOR RETR,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,SPACE,1572393600.0
25803,A1084148,DOMESTIC MH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,EAC,1570838400.0
25804,A1084149,SIBERIAN HUSKY,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570406400.0
25805,A1084150,BOXER,CONFISCATED,KEEP SAFE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,WALK IN,1569974400.0
25806,A1084151,DOMESTIC SH,STRAY,AT LARGE,1569888000.0,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,SPAY NEUTER NETWORK,1570406400.0
25807,A1084152,GERM SHEPHERD,STRAY,AT LARGE,1571788800.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1571788800.0
25808,A1084152,GERM SHEPHERD,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,WALK IN,1570060800.0
25809,A1084155,ALASKAN HUSKY,STRAY,DEAD ON ARRIVAL,1569888000.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,DISPOSAL,1569888000.0
25810,A1084156,BELG MALINOIS,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,WALK IN,1570060800.0
25811,A1084159,PIT BULL,OWNER SURRENDER,RETURN30,1570838400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1571184000.0
25812,A1084159,PIT BULL,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570147200.0
25813,A1084161,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1569888000.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1570406400.0
25814,A1084162,DOMESTIC SH,CONFISCATED,QUARANTINE,1569888000.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1570147200.0
25815,A1084163,GOLDEN RETR,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570060800.0
25816,A1084164,DOMESTIC SH,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1569888000.0
25817,A1084165,PIT BULL,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,MEDICAL-CONTAGIOUS,1570233600.0
25818,A1084166,ALASKAN HUSKY,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570492800.0
25819,A1084167,CHINESE SHARPEI,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1571443200.0
25820,A1084167,CHINESE SHARPEI,TREATMENT,HEART WORM,1575244800.0,APP SICK,TREATMENT,COMPLETED,1575244800.0
25821,A1084168,DACHSHUND,OWNER SURRENDER,APPOINT,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,TRANSPORT,1570838400.0
25822,A1084169,GERM SHEPHERD,STRAY,AT LARGE,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,GENERAL,1570147200.0
25823,A1084170,CHIHUAHUA LH,OWNER SURRENDER,GENERAL,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570406400.0
25824,A1084170,CHIHUAHUA LH,TREATMENT,HEART WORM,1573516800.0,APP WNL,TREATMENT,COMPLETED,1573516800.0
25825,A1084171,DOMESTIC SH,STRAY,CONFINED,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570406400.0
25826,A1084172,DOMESTIC SH,STRAY,CONFINED,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,SPAY NEUTER NETWORK,1570406400.0
25827,A1084173,DOMESTIC SH,STRAY,CONFINED,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,SPAY NEUTER NETWORK,1570406400.0
25828,A1084174,PARSON RUSS TER,STRAY,CONFINED,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,MEDICAL-CONTAGIOUS,1569974400.0
25829,A1084175,LABRADOR RETR,STRAY,WEB,1569888000.0,NORMAL,LOST EXP,OTHER,1572566400.0
25830,A1084176,LABRADOR RETR,STRAY,WEB,1569888000.0,NORMAL,LOST EXP,OTHER,1572566400.0
25831,A1084177,GERM SHEPHERD,STRAY,WEB,1569888000.0,NORMAL,FOUND EXP,OTHER,1572566400.0
25832,A1084178,SCHNAUZER MIN,STRAY,CONFINED,1569888000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,WALK IN,1570147200.0
25833,A1084179,PIT BULL,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25834,A1084181,PIT BULL,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25835,A1084182,PIT BULL,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25836,A1084183,PIT BULL,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25837,A1084184,ST BERNARD RGH,STRAY,CONFINED,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,GENERAL,1570320000.0
25838,A1084184,ST BERNARD RGH,TRANSFER,SURGERY,1572652800.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,SURGERY,1572652800.0
25839,A1084185,GERM SHEPHERD,STRAY,CONFINED,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,TRANSPORT,1570752000.0
25840,A1084186,CAIRN TERRIER,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25841,A1084186,CAIRN TERRIER,STRAY,AT LARGE,1575072000.0,APP WNL,RETURNED TO OWNER,FIELD,1575072000.0
25842,A1084189,CHIHUAHUA LH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570406400.0
25843,A1084190,DOMESTIC SH,STRAY,CONFINED,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,UNDERAGE,1569974400.0
25844,A1084192,CHIHUAHUA SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570406400.0
25845,A1084194,CHIHUAHUA SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25846,A1084195,PIT BULL,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25847,A1084196,GERM SHEPHERD,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25848,A1084197,BOXER,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570492800.0
25849,A1084198,GUINEA PIG,STRAY,CONFINED,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,EAC,1570665600.0
25850,A1084199,DOMESTIC MH,STRAY,CONFINED,1569974400.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,TRANSFER,SPAY NEUTER NETWORK,1570406400.0
25851,A1084200,SCHNAUZER MIN,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25852,A1084201,GERM SHEPHERD,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25853,A1084202,CHIHUAHUA SH,STRAY,CONFINED,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,MEDICAL-CONTAGIOUS,1571356800.0
25854,A1084203,DOMESTIC SH,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1572652800.0
25855,A1084204,CAIRN TERRIER,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25856,A1084205,GERM SHEPHERD,STRAY,WEB,1569888000.0,NORMAL,LOST EXP,OTHER,1572652800.0
25857,A1084206,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570060800.0
25858,A1084207,MALTESE,STRAY,CONFINED,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570406400.0
25859,A1084208,CHIHUAHUA SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25860,A1084209,CHIHUAHUA SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25861,A1084210,DOMESTIC SH,OWNER SURRENDER,QUARANTINE,1569974400.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,BITE,1570838400.0
25862,A1084211,CAIRN TERRIER,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25863,A1084212,DOMESTIC SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,SPAY NEUTER NETWORK,1570406400.0
25864,A1084213,DOMESTIC SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570406400.0
25865,A1084214,PIT BULL,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570838400.0
25866,A1084215,PIT BULL,OWNER SURRENDER,RETURN30,1570924800.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1571011200.0
25867,A1084215,PIT BULL,OWNER SURRENDER,RETURN30,1572307200.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,BEHAVIOR,1572393600.0
25868,A1084215,PIT BULL,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,OFFSITE,1570838400.0
25869,A1084216,RAT TERRIER,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1571270400.0
25870,A1084217,RAT TERRIER,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,EAC,1572307200.0
25871,A1084218,DOMESTIC SH,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570320000.0
25872,A1084219,AM PIT BULL TER,CONFISCATED,CRUELTY,1569974400.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,TRANSFER,INV,1569974400.0
25873,A1084220,BORDER COLLIE,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,WALK IN,1570060800.0
25874,A1084221,CHIHUAHUA SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25875,A1084222,CAIRN TERRIER,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,TRANSPORT,1570492800.0
25876,A1084223,CHIHUAHUA SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25877,A1084224,POODLE MIN,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25878,A1084224,POODLE MIN,STRAY,AT LARGE,1573603200.0,APP WNL,RETURNED TO OWNER,FIELD,1573603200.0
25879,A1084225,DOMESTIC SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,MEDICAL-CONTAGIOUS,1570060800.0
25880,A1084226,PIT BULL,CONFISCATED,QUARANTINE,1569974400.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,WALK IN,1570838400.0
25881,A1084227,DOMESTIC MH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,SPAY NEUTER NETWORK,1570406400.0
25882,A1084228,PIGEON,WILDLIFE,INJURED,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,WILDLIFE,TO REHAB,1569974400.0
25883,A1084229,CAIRN TERRIER,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570406400.0
25884,A1084232,DOMESTIC MH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,SPAY NEUTER NETWORK,1570406400.0
25885,A1084233,DOMESTIC SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,UNDERAGE,1571011200.0
25886,A1084234,DOMESTIC SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,UNDERAGE,1571011200.0
25887,A1084235,MIN PINSCHER,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,WALK IN,1570060800.0
25888,A1084236,AM PIT BULL TER,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,WALK IN,1570060800.0
25889,A1084237,PIT BULL,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,BEHAVIOR,1570406400.0
25890,A1084238,GERM SHEPHERD,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25891,A1084239,GERM SHEPHERD,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25892,A1084240,PARSON RUSS TER,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,WALK IN,1569974400.0
25893,A1084241,PIT BULL,OWNER SURRENDER,DEAD ON ARRIVAL,1569974400.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,DEAD ON ARRIVAL,DISPOSAL,1569974400.0
25894,A1084242,PARSON RUSS TER,CONFISCATED,QUARANTINE,1569974400.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,DAS OUTREACH,1570838400.0
25895,A1084243,RACCOON,WILDLIFE,UNINJURED,1569974400.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1569974400.0
25896,A1084244,POODLE MIN,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25897,A1084245,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1569974400.0,APP INJ,ADOPTION,WALK IN,1573603200.0
25898,A1084245,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1574294400.0,APP SICK,ADOPTION,WALK IN,1574812800.0
25899,A1084246,PIT BULL,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,BEHAVIOR,1570406400.0
25900,A1084249,JACK RUSS TERR,STRAY,WEB,1569974400.0,NORMAL,LOST EXP,OTHER,1572652800.0
25901,A1084250,CHIHUAHUA SH,STRAY,WEB,1569888000.0,NORMAL,FOUND EXP,OTHER,1572652800.0
25902,A1084251,GERM SHEPHERD,STRAY,WEB,1569974400.0,NORMAL,FOUND EXP,OTHER,1572652800.0
25903,A1084252,HAMSTER,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,EAC,1572566400.0
25904,A1084253,HAMSTER,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,ADOPTION,EAC,1571529600.0
25905,A1084254,HAMSTER,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,DIED,IN KENNEL,1570665600.0
25906,A1084255,HAMSTER,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,DIED,IN KENNEL,1570665600.0
25907,A1084257,HAMSTER,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,DIED,IN KENNEL,1570406400.0
25908,A1084258,HAMSTER,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,DIED,IN KENNEL,1570406400.0
25909,A1084259,HAMSTER,OWNER SURRENDER,GENERAL,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,DIED,IN KENNEL,1570406400.0
25910,A1084262,LABRADOR RETR,STRAY,CONFINED,1569974400.0,APP WNL,TRANSFER,TRANSPORT,1573776000.0
25911,A1084263,PIT BULL,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1569974400.0
25912,A1084264,CHIHUAHUA SH,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,GENERAL,1570320000.0
25913,A1084265,PIT BULL,STRAY,AT LARGE,1569974400.0,APP WNL,ADOPTION,EAC,1573257600.0
25914,A1084266,GERM SHEPHERD,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,MICROCHIP,1570147200.0
25915,A1084268,PIT BULL,CONFISCATED,QUARANTINE,1569974400.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,RETURNED TO OWNER,WALK IN,1571011200.0
25916,A1084269,WEIMARANER,STRAY,AT LARGE,1569974400.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,MEDICAL-CONTAGIOUS,1570406400.0
25917,A1084270,YORKSHIRE TERR,STRAY,WEB,1569974400.0,NORMAL,FOUND EXP,OTHER,1572652800.0
25918,A1084271,DOMESTIC SH,STRAY,AT LARGE,1570060800.0,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,MEDICAL-NONCONTAGIOUS,1570060800.0
25919,A1084272,PIT BULL,STRAY,AT LARGE,1570060800.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,MISSING,STOLEN,1570492800.0
25920,A1084272,PIT BULL,STRAY,AT LARGE,1570752000.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,WALK IN,1571443200.0
25921,A1084273,PIT BULL,STRAY,AT LARGE,1570060800.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1570060800.0
25922,A1084274,ROTTWEILER,STRAY,CONFINED,1570060800.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,BEHAVIOR,1570492800.0
25923,A1084275,LABRADOR RETR,STRAY,AT LARGE,1570060800.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1570060800.0
25924,A1084276,PIT BULL,STRAY,AT LARGE,1570060800.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,EUTHANIZED,SPACE,1570838400.0
25925,A1084277,DOMESTIC SH,STRAY,AT LARGE,1570060800.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,MEDICAL-CONTAGIOUS,1570060800.0
25926,A1084278,SCHNAUZER MIN,OWNER SURRENDER,EUTHANASIA REQUESTED,1570060800.0,UNHEALTHY UNTREATABLE NON-CONTAGIOUS,EUTHANIZED,MEDICAL-NONCONTAGIOUS,1570060800.0
25927,A1084279,DOMESTIC SH,STRAY,CONFINED,1570060800.0,TREATABLE MANAGEABLE NON-CONTAGIOUS,TRANSFER,SPAY NEUTER NETWORK,1570406400.0
25928,A1084280,DOMESTIC SH,STRAY,CONFINED,1570060800.0,TREATABLE MANAGEABLE NON-CONTAGIOUS,EUTHANIZED,HUMANE,1571184000.0
25929,A1084281,DOMESTIC SH,STRAY,CONFINED,1570060800.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,TRANSFER,SPAY NEUTER NETWORK,1570406400.0
25930,A1084282,GERM SHEPHERD,STRAY,AT LARGE,1570060800.0,TREATABLE REHABILITABLE NON-CONTAGIOUS,RETURNED TO OWNER,FIELD,1570060800.0
