,id,breed,intake_type,intake_subtype,date_in,condition,outcome,outcome_sub,date_out
10601,A1093869,ABYSSINIAN,STRAY,WEB,1579564800.0,NORMAL,FOUND EXP,OTHER,1582243200.0
10602,A1096481,GERM SHEPHERD,STRAY,AT LARGE,1582156800.0,APP WNL,ADOPTION,REFERRAL,1582243200.0
10603,A1100597,AMERICAN STAFF,FOSTER,RETURN,1589587200.0,APP WNL,TRANSFER,TRANSPORT,1589587200.0
10604,A1100689,GERM SHEPHERD,FOSTER,RETURN,1589587200.0,APP WNL,TRANSFER,TRANSPORT,1589587200.0
10605,A1084429,DOBERMAN PINSCH,OWNER SURRENDER,GENERAL,1582070400.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10606,A1064829,PIT BULL,STRAY,AT LARGE,1589414400.0,APP WNL,EUTHANIZED,HUMANE,1589587200.0
10607,A1095878,LABRADOR RETR,STRAY,AT LARGE,1581552000.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10608,A1102699,PIT BULL,TREATMENT,SPAY/NEUT,1592956800.0,APP WNL,TREATMENT,COMPLETED,1592956800.0
10609,A1105165,DOMESTIC LH,CONFISCATED,KEEP SAFE,1595980800.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1596758400.0
10610,A1092994,GERM SHEPHERD,STRAY,AT LARGE,1578614400.0,APP WNL,TRANSFER,TRANSPORT,1582243200.0
10611,A1085755,PIT BULL,TREATMENT,HEART WORM,1583452800.0,APP WNL,TREATMENT,COMPLETED,1583452800.0
10612,A1062483,CHIHUAHUA SH,TREATMENT,HEART WORM,1583452800.0,APP WNL,TREATMENT,COMPLETED,1583452800.0
10613,A1101595,DOMESTIC SH,STRAY,OTC,1590019200.0,UNDERAGE,FOSTER,UNDERAGE,1590105600.0
10614,A1074465,DOBERMAN PINSCH,OWNER SURRENDER,GENERAL,1585094400.0,APP INJ,TRANSFER,MEDICAL,1585267200.0
10615,A1103263,BULL TERRIER,OWNER SURRENDER,GENERAL,1592956800.0,CRITICAL,EUTHANIZED,MEDICAL-NONCONTAGIOUS,1592956800.0
10616,A1095172,GERM SHEPHERD,STRAY,WEB,1580774400.0,NORMAL,LOST EXP,OTHER,1583452800.0
10617,A1096540,SCHNAUZER MIN,STRAY,AT LARGE,1582243200.0,APP WNL,RETURNED TO OWNER,FIELD,1582243200.0
10618,A1095171,ALASKAN HUSKY,STRAY,WEB,1580774400.0,NORMAL,LOST EXP,OTHER,1583452800.0
10619,A1096916,YORKSHIRE TERR,STRAY,WEB,1582502400.0,NORMAL,LOST EXP,OTHER,1585267200.0
10620,A1096553,AUST SHEPHERD,FOSTER,APPOINT,1583452800.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10621,A1095567,AMERICAN STAFF,OWNER SURRENDER,GENERAL,1581120000.0,APP INJ,ADOPTION,PROMOTION,1581811200.0
10622,A1108054,DOMESTIC SH,STRAY,CONFINED,1601164800.0,APP WNL,DIED,IN KENNEL,1601510400.0
10623,A1104734,DOMESTIC SH,STRAY,AT LARGE,1595203200.0,APP WNL,FOSTER,UNDERAGE,1595203200.0
10624,A1081174,AMERICAN STAFF,TRANSFER,ALUMNI,1585094400.0,APP WNL,FOSTER,SHORT TERM,1585267200.0
10625,A0919222,AMERICAN STAFF,CONFISCATED,KEEP SAFE,1581984000.0,APP WNL,TRANSFER,GENERAL,1583452800.0
10626,A1097624,PIT BULL,STRAY,AT LARGE,1583366400.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10627,A1078942,CHIHUAHUA SH,OWNER SURRENDER,QUARANTINE,1581984000.0,APP WNL,EUTHANIZED,BITE,1582156800.0
10628,A1098958,PIT BULL,STRAY,CONFINED,1584748800.0,APP WNL,ADOPTION,WESTMORELD,1585267200.0
10629,A1098947,SHIH TZU,STRAY,AT LARGE,1584748800.0,APP WNL,ADOPTION,WESTMORELD,1585267200.0
10630,A1096578,DOMESTIC SH,STRAY,CONFINED,1582243200.0,UNDERAGE,TRANSFER,UNDERAGE,1582243200.0
10631,A1093924,BOXER,STRAY,WEB,1579564800.0,NORMAL,LOST EXP,OTHER,1582243200.0
10632,A1097808,DOMESTIC SH,STRAY,AT LARGE,1583452800.0,APP SICK,EUTHANIZED,HUMANE,1583452800.0
10633,A1097729,SHIH TZU,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,FIELD,1583452800.0
10634,A1071097,DOMESTIC SH,TRANSFER,ALUMNI,1584748800.0,APP WNL,ADOPTION,WESTMORELD,1585267200.0
10635,A1096458,DOMESTIC SH,STRAY,AT LARGE,1582156800.0,APP WNL,FOSTER,UNDERAGE,1582243200.0
10636,A1104479,ROTTWEILER,STRAY,WEB,1594080000.0,NORMAL,FOUND EXP,OTHER,1596758400.0
10637,A1096209,CAIRN TERRIER,STRAY,CONFINED,1581897600.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10638,A1099241,RACCOON,WILDLIFE,RABIES,1585267200.0,APP SICK,EUTHANIZED,MEDICAL-CONTAGIOUS,1585267200.0
10639,A1108157,GERM SHEPHERD,STRAY,CONFINED,1601337600.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1601424000.0
10640,A1095909,LABRADOR RETR,OWNER SURRENDER,RETURN30,1582156800.0,APP WNL,ADOPTION,EAC,1582243200.0
10641,A1070993,PIT BULL,STRAY,OTC,1583884800.0,APP WNL,FOSTER,SHORT TERM,1584230400.0
10642,A1098971,CANE CORSO,STRAY,AT LARGE,1584748800.0,APP WNL,ADOPTION,TELEADOPT,1585267200.0
10643,A1097755,CHIHUAHUA SH,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,FIELD,1583452800.0
10644,A1096428,POODLE STND,CONFISCATED,QUARANTINE DEAD ON ARRIVAL,1582070400.0,DEAD,DEAD ON ARRIVAL,HOLD,1582156800.0
10645,A1100980,LABRADOR RETR,OWNER SURRENDER,APPOINT,1589500800.0,APP WNL,ADOPTION,TELEADOPT,1589587200.0
10646,A1096387,SCHNAUZER MIN,OWNER SURRENDER,GENERAL,1582070400.0,APP WNL,TRANSFER,MEDICAL-CONTAGIOUS,1582243200.0
10647,A1092512,LABRADOR RETR,OWNER SURRENDER,GENERAL,1585180800.0,APP WNL,ADOPTION,TELEADOPT,1585267200.0
10648,A1105027,DACHSHUND,CONFISCATED,QUARANTINE,1595808000.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1596758400.0
10649,A1097773,CAIRN TERRIER,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,FIELD,1583452800.0
10650,A1103288,AUST CATTLE DOG,STRAY,AT LARGE,1592784000.0,UNKNOWN,ADOPTION,ADOPETS,1592956800.0
10651,A1108049,DOMESTIC SH,STRAY,CONFINED,1601164800.0,APP WNL,TRANSFER,UNDERAGE,1601510400.0
10652,A1096267,PIT BULL,CONFISCATED,KEEP SAFE,1581897600.0,APP WNL,RETURNED TO OWNER,WALK IN,1582243200.0
10653,A1107489,PIT BULL,STRAY,AT LARGE,1600128000.0,APP WNL,ADOPTION,ADOPETS,1601510400.0
10654,A1097775,DOMESTIC SH,STRAY,AT LARGE,1583452800.0,APP WNL,TRANSFER,UNDERAGE,1583452800.0
10655,A1091317,CHOW CHOW,STRAY,AT LARGE,1582243200.0,APP WNL,RETURNED TO OWNER,FIELD,1582243200.0
10656,A1096619,SIAMESE,STRAY,AT LARGE,1582243200.0,APP INJ,RETURNED TO OWNER,FIELD,1582243200.0
10657,A1097782,DACHSHUND,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,FIELD,1583452800.0
10658,A1101316,GERM SHEPHERD,STRAY,AT LARGE,1589587200.0,APP WNL,RETURNED TO OWNER,FIELD,1589587200.0
10659,A1096287,LABRADOR RETR,STRAY,AT LARGE,1581984000.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10660,A1096581,PARSON RUSS TER,STRAY,AT LARGE,1582243200.0,APP WNL,RETURNED TO OWNER,FIELD,1582243200.0
10661,A1096626,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1583107200.0,APP WNL,ADOPTION,EAC,1583452800.0
10662,A1096500,GERM SHEPHERD,STRAY,AT LARGE,1582156800.0,APP WNL,TRANSFER,UNDERAGE,1582243200.0
10663,A0605862,LABRADOR RETR,STRAY,AT LARGE,1582243200.0,APP WNL,RETURNED TO OWNER,FIELD,1582243200.0
10664,A1101783,LABRADOR RETR,STRAY,WEB,1590278400.0,NORMAL,FOUND EXP,OTHER,1592956800.0
10665,A1098244,DOMESTIC SH,CONFISCATED,KEEP SAFE,1583884800.0,UNKNOWN,ADOPTION,TELEADOPT,1585267200.0
10666,A1099606,DOMESTIC SH,FOSTER,RETURN,1586736000.0,APP WNL,FOSTER,UNDERAGE,1586736000.0
10667,A1096370,PIT BULL,OWNER SURRENDER,GENERAL,1582070400.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10668,A0512218,GERM SHEPHERD,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,FIELD,1583452800.0
10669,A1100729,LABRADOR RETR,CONFISCATED,QUARANTINE,1588723200.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1589587200.0
10670,A1096615,CHIHUAHUA SH,STRAY,AT LARGE,1582243200.0,APP WNL,RETURNED TO OWNER,FIELD,1582243200.0
10671,A1101258,DOMESTIC SH,STRAY,AT LARGE,1589500800.0,APP SICK,TRANSFER,UNDERAGE,1589587200.0
10672,A1100723,PIT BULL,CONFISCATED,QUARANTINE,1588636800.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1589587200.0
10673,A1096497,GERM SHEPHERD,STRAY,AT LARGE,1582156800.0,APP WNL,TRANSFER,UNDERAGE,1582243200.0
10674,A1098708,DOMESTIC SH,FOSTER,RETURN,1585267200.0,UNKNOWN,FOSTER,UNDERAGE,1585267200.0
10675,A1095567,AMERICAN STAFF,OWNER SURRENDER,RETURN30,1582156800.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10676,A1105367,AMERICAN STAFF,STRAY,CONFINED,1596326400.0,APP WNL,ADOPTION,ADOPETS,1596758400.0
10677,A1090548,GERM SHEPHERD,FOSTER,SURGERY,1582156800.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10678,A1099184,BELG MALINOIS,STRAY,CONFINED,1585094400.0,APP WNL,ADOPTION,TELEADOPT,1585267200.0
10679,A1099054,PIT BULL,STRAY,AT LARGE,1584921600.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1585267200.0
10680,A1100287,DOMESTIC SH,FOSTER,RETURN,1589587200.0,APP WNL,ADOPTION,BY FOSTER,1589587200.0
10681,A0659877,CHOW CHOW,OWNER SURRENDER,GENERAL,1579910400.0,APP WNL,TRANSFER,GENERAL,1583452800.0
10682,A1095240,MALTESE,STRAY,WEB,1580774400.0,NORMAL,LOST EXP,OTHER,1583452800.0
10683,A1096532,YORKSHIRE TERR,STRAY,AT LARGE,1582243200.0,APP WNL,RETURNED TO OWNER,FIELD,1582243200.0
10684,A1098713,AUST CATTLE DOG,TRANSFER,SURGERY,1585267200.0,APP WNL,TRANSFER,SURGERY,1585267200.0
10685,A1096501,GERM SHEPHERD,STRAY,AT LARGE,1582156800.0,APP WNL,TRANSFER,UNDERAGE,1582243200.0
10686,A1093329,PIT BULL,FOSTER,RETURN,1581724800.0,APP WNL,TRANSFER,TRANSPORT,1581724800.0
10687,A1099233,OPOSSUM,WILDLIFE,NON-RABIES,1585267200.0,UNKNOWN,EUTHANIZED,HUMANE,1585267200.0
10688,A1097709,DOMESTIC SH,OWNER SURRENDER,EUTHANASIA REQUESTED,1583366400.0,APP INJ,EUTHANIZED,HUMANE,1583452800.0
10689,A1094533,RABBIT SH,OWNER SURRENDER,GENERAL,1580169600.0,APP WNL,ADOPTION,EAC,1582243200.0
10690,A1095936,ROTTWEILER,STRAY,AT LARGE,1581552000.0,APP INJ,ADOPTION,EAC,1582243200.0
10691,A1010273,CHIHUAHUA LH,STRAY,AT LARGE,1582156800.0,APP WNL,RETURNED TO OWNER,WALK IN,1582243200.0
10692,A1099574,DOMESTIC SH,TREATMENT,SPAY/NEUT,1589587200.0,APP WNL,TREATMENT,COMPLETED,1589587200.0
10693,A1101233,DOMESTIC SH,STRAY,CONFINED,1589500800.0,UNDERAGE,TRANSFER,UNDERAGE,1589587200.0
10694,A1095749,ST BERNARD SMTH,STRAY,AT LARGE,1581379200.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10695,A1099040,CHIHUAHUA SH,STRAY,AT LARGE,1584921600.0,APP WNL,ADOPTION,WESTMORELD,1585267200.0
10696,A1104882,DOMESTIC SH,FOSTER,RETURN,1600473600.0,APP WNL,DIED,IN SURGERY,1600473600.0
10697,A1096533,CAIRN TERRIER,STRAY,AT LARGE,1582243200.0,APP WNL,RETURNED TO OWNER,FIELD,1582243200.0
10698,A1100764,DOMESTIC SH,STRAY,AT LARGE,1588636800.0,APP WNL,FOSTER,APPOINT,1588636800.0
10699,A1096605,LABRADOR RETR,STRAY,AT LARGE,1582243200.0,APP WNL,RETURNED TO OWNER,FIELD,1582243200.0
10700,A1096259,CAIRN TERRIER,STRAY,AT LARGE,1581897600.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10701,A1097699,PIT BULL,STRAY,AT LARGE,1583366400.0,APP WNL,RETURNED TO OWNER,FIELD,1583366400.0
10702,A1097608,CHIHUAHUA LH,OWNER SURRENDER,GENERAL,1583280000.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10703,A1096389,PIT BULL,OWNER SURRENDER,GENERAL,1582070400.0,APP SICK,EUTHANIZED,HUMANE,1582243200.0
10704,A1095567,AMERICAN STAFF,OWNER SURRENDER,RETURN30,1581984000.0,APP WNL,ADOPTION,WALK IN,1582156800.0
10705,A1098709,DOMESTIC SH,FOSTER,RETURN,1585267200.0,APP SICK,FOSTER,UNDERAGE,1585267200.0
10706,A1096580,DOMESTIC SH,STRAY,CONFINED,1582243200.0,UNDERAGE,TRANSFER,UNDERAGE,1582243200.0
10707,A1098962,POODLE TOY,STRAY,AT LARGE,1584748800.0,APP INJ,ADOPTION,WESTMORELD,1585094400.0
10708,A1106676,CHOW CHOW,STRAY,WEB,1598400000.0,NORMAL,LOST EXP,OTHER,1601510400.0
10709,A1097752,CHIHUAHUA SH,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,FIELD,1583452800.0
10710,A1101309,BLUEBIRD,WILDLIFE,NON-RABIES,1589587200.0,UNDERAGE,WILDLIFE,TRANSFER,1589587200.0
10711,A1096229,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1581897600.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10712,A1096224,GERM SHEPHERD,STRAY,AT LARGE,1581897600.0,APP WNL,TRANSFER,GENERAL,1582243200.0
10713,A1099205,PIT BULL,STRAY,AT LARGE,1585180800.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1585267200.0
10714,A1108166,GERM SHEPHERD,STRAY,OTC,1601424000.0,APP WNL,TRANSFER,GENERAL,1601510400.0
10715,A1105603,DOMESTIC SH,STRAY,AT LARGE,1596758400.0,APP INJ,EUTHANIZED,HUMANE,1596758400.0
10716,A1101787,GERM SHEPHERD,STRAY,WEB,1590192000.0,NORMAL,LOST EXP,OTHER,1592956800.0
10717,A1094254,DOMESTIC SH,FOSTER,RETURN,1581033600.0,APP SICK,FOSTER,TREATMENT,1581033600.0
10718,A1099231,OPOSSUM,WILDLIFE,NON-RABIES,1585267200.0,APP INJ,EUTHANIZED,MEDICAL-NONCONTAGIOUS,1585267200.0
10719,A1096845,LABRADOR RETR,STRAY,WEB,1580774400.0,NORMAL,LOST EXP,OTHER,1585267200.0
10720,A1096096,DOMESTIC SH,FOSTER,RETURN,1585180800.0,APP WNL,ADOPTION,IN FOSTER,1585267200.0
10721,A1091572,DOMESTIC SH,OWNER SURRENDER,GENERAL,1582070400.0,APP WNL,ADOPTION,EAC,1582243200.0
10722,A1095487,PIT BULL,STRAY,CONFINED,1581120000.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10723,A1083579,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1581897600.0,APP WNL,TRANSFER,GENERAL,1582243200.0
10724,A1094838,LABRADOR RETR,OWNER SURRENDER,APPOINT,1595030400.0,APP WNL,TRANSFER,TRANSPORT,1596758400.0
10725,A1096576,GERM SHEPHERD,STRAY,AT LARGE,1582243200.0,APP WNL,RETURNED TO OWNER,FIELD,1582243200.0
10726,A1104109,DOMESTIC SH,STRAY,AT LARGE,1594080000.0,APP WNL,FOSTER,UNDERAGE,1594166400.0
10727,A1101499,DOMESTIC SH,TREATMENT,ILLNESS,1590796800.0,APP WNL,TREATMENT,COMPLETED,1590796800.0
10728,A1096498,GERM SHEPHERD,STRAY,AT LARGE,1582156800.0,APP WNL,TRANSFER,UNDERAGE,1582243200.0
10729,A1092586,PIT BULL,FOSTER,TREATMENT,1581465600.0,UNKNOWN,FOSTER,TREATMENT,1581465600.0
10730,A1107809,DOMESTIC SH,STRAY,AT LARGE,1600732800.0,APP WNL,FOSTER,UNDERAGE,1601164800.0
10731,A1096135,GERM SHEPHERD,STRAY,AT LARGE,1581811200.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10732,A1096192,CHIHUAHUA SH,STRAY,AT LARGE,1581897600.0,APP WNL,TRANSFER,TRANSPORT,1582243200.0
10734,A1096537,GERM SHEPHERD,STRAY,AT LARGE,1582243200.0,APP WNL,RETURNED TO OWNER,FIELD,1582243200.0
10735,A1093454,PIT BULL,FOSTER,RETURN,1585267200.0,APP WNL,TRANSFER,GENERAL,1585267200.0
10736,A1103134,SHIH TZU,OWNER SURRENDER,FIELD,1592438400.0,APP SICK,TRANSFER,MEDICAL,1592956800.0
10737,A1101324,PIT BULL,STRAY,AT LARGE,1589673600.0,APP WNL,RETURNED TO OWNER,FIELD,1589673600.0
10738,A1091827,PIT BULL,OWNER SURRENDER,RETURN30,1580860800.0,APP WNL,ADOPTION,EAC,1582243200.0
10739,A1096460,CAIRN TERRIER,STRAY,AT LARGE,1582156800.0,APP WNL,ADOPTION,WALK IN,1582243200.0
10740,A1096586,CHIHUAHUA LH,STRAY,AT LARGE,1582243200.0,APP WNL,RETURNED TO OWNER,FIELD,1582243200.0
10741,A1097714,PIT BULL,STRAY,AT LARGE,1583366400.0,CRITICAL,EUTHANIZED,HUMANE,1583452800.0
10742,A1097630,SIBERIAN HUSKY,STRAY,AT LARGE,1583366400.0,CRITICAL,RETURNED TO OWNER,WALK IN,1583452800.0
10743,A1097783,RACCOON,WILDLIFE,UNINJURED,1583452800.0,APP WNL,WILDLIFE,TO WILD,1583452800.0
10744,A1104739,DOMESTIC SH,STRAY,AT LARGE,1595203200.0,APP WNL,FOSTER,UNDERAGE,1595203200.0
10745,A1097743,DOMESTIC SH,STRAY,AT LARGE,1583452800.0,APP INJ,EUTHANIZED,HUMANE,1583452800.0
10746,A1035832,POODLE MIN,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,FIELD,1583452800.0
10747,A1077728,LABRADOR RETR,FOSTER,RETURN,1581724800.0,APP WNL,TRANSFER,TRANSPORT,1581724800.0
10748,A1097616,ROTTWEILER,STRAY,CONFINED,1583366400.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10749,A1104477,CHIHUAHUA SH,STRAY,WEB,1593734400.0,NORMAL,LOST EXP,OTHER,1596758400.0
10750,A1105563,DOMESTIC SH,OWNER SURRENDER,APPOINT,1596672000.0,APP WNL,TRANSFER,UNDERAGE,1596758400.0
10751,A1108176,POODLE MIN,STRAY,CONFINED,1601424000.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1601510400.0
10752,A1098813,SIBERIAN HUSKY,TREATMENT,FOLLOWUP,1589673600.0,UNKNOWN,TREATMENT,COMPLETED,1589673600.0
10753,A1101292,CHIHUAHUA SH,OWNER SURRENDER,APPOINT,1589587200.0,APP WNL,TRANSFER,TRANSPORT,1589673600.0
10754,A1097731,SHIH TZU,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,FIELD,1583452800.0
10755,A1073036,GERM SHEPHERD,STRAY,GENERAL,1583452800.0,UNKNOWN,RETURNED TO OWNER,FIELD,1583452800.0
10756,A1104912,YORKSHIRE TERR,STRAY,CONFINED,1595548800.0,APP WNL,TRANSFER,MEDICAL,1595894400.0
10757,A1099060,LABRADOR RETR,STRAY,FIELD,1585008000.0,APP INJ,EUTHANIZED,HUMANE,1585267200.0
10758,A1096925,PIT BULL,STRAY,AT LARGE,1582588800.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10759,A1070239,GERM SHEPHERD,STRAY,AT LARGE,1582329600.0,APP WNL,RETURNED TO OWNER,FIELD,1582329600.0
10760,A1096074,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1581724800.0,APP WNL,ADOPTION,WALK IN,1582329600.0
10761,A1094899,DOMESTIC SH,STRAY,AT LARGE,1580428800.0,APP INJ,ADOPTION,EAC,1582329600.0
10762,A1096564,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,1582243200.0,APP WNL,TRANSFER,TRANSPORT,1582329600.0
10764,A1096095,DOMESTIC SH,FOSTER,RETURN,1585180800.0,APP WNL,ADOPTION,IN FOSTER,1585267200.0
10765,A1104496,CHIHUAHUA SH,STRAY,WEB,1590278400.0,NORMAL,FOUND EXP,OTHER,1596844800.0
10766,A1096838,ROTTWEILER,STRAY,WEB,1582156800.0,NORMAL,LOST EXP,OTHER,1585267200.0
10767,A1096090,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1581724800.0,APP WNL,ADOPTION,WALK IN,1582329600.0
10768,A1096672,LABRADOR RETR,STRAY,AT LARGE,1582934400.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10769,A1097410,CHIHUAHUA LH,STRAY,AT LARGE,1583107200.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10770,A0994846,PIT BULL,STRAY,AT LARGE,1583366400.0,APP WNL,RETURNED TO OWNER,WALK IN,1583452800.0
10771,A1093364,GERM SHEPHERD,OWNER SURRENDER,GENERAL,1578960000.0,APP WNL,ADOPTION,WALK IN,1582329600.0
10772,A1097766,PIT BULL,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,FIELD,1583452800.0
10773,A1098738,PIT BULL,STRAY,AT LARGE,1584403200.0,APP WNL,ADOPTION,TELEADOPT,1585267200.0
10774,A1097593,LABRADOR RETR,OWNER SURRENDER,APPOINT,1583280000.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10775,A1104488,PIT BULL,STRAY,WEB,1594080000.0,NORMAL,FOUND EXP,OTHER,1596844800.0
10776,A1105476,ROTTWEILER,STRAY,AT LARGE,1596499200.0,APP WNL,ADOPTION,ADOPETS,1596844800.0
10777,A1096365,PIT BULL,OWNER SURRENDER,GENERAL,1582070400.0,APP WNL,ADOPTION,WALK IN,1582329600.0
10778,A1093766,PIT BULL,STRAY,AT LARGE,1579478400.0,APP WNL,ADOPTION,WALK IN,1582329600.0
10779,A1098662,PIT BULL,CONFISCATED,QUARANTINE,1584576000.0,APP WNL,RETURNED TO OWNER,WESTMORELD,1585180800.0
10780,A1099057,YORKSHIRE TERR,STRAY,AT LARGE,1584921600.0,APP WNL,ADOPTION,WESTMORELD,1585267200.0
10781,A1097384,LABRADOR RETR,STRAY,AT LARGE,1583107200.0,APP WNL,TRANSFER,GENERAL,1583452800.0
10782,A1022705,DOMESTIC SH,OWNER SURRENDER,GENERAL,1582243200.0,APP WNL,ADOPTION,WALK IN,1582329600.0
10783,A1096555,LHASA APSO,OWNER SURRENDER,GENERAL,1582243200.0,APP WNL,TRANSFER,TRANSPORT,1582329600.0
10784,A1097925,GERM SHEPHERD,FOSTER,RETURN,1585267200.0,APP WNL,ADOPTION,IN FOSTER,1585267200.0
10785,A1097762,PIT BULL,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,FIELD,1583452800.0
10786,A1050766,PIT BULL,OWNER SURRENDER,GENERAL,1581724800.0,APP WNL,ADOPTION,WALK IN,1582329600.0
10787,A1096566,CHIHUAHUA SH,OWNER SURRENDER,GENERAL,1582243200.0,APP WNL,TRANSFER,TRANSPORT,1582329600.0
10788,A1099036,GERM SHEPHERD,STRAY,AT LARGE,1584921600.0,APP INJ,EUTHANIZED,HUMANE,1585267200.0
10789,A1096911,LABRADOR RETR,CONFISCATED,QUARANTINE,1582588800.0,UNKNOWN,RETURNED TO OWNER,WALK IN,1583452800.0
10790,A1062580,GREAT DANE,STRAY,AT LARGE,1581811200.0,APP WNL,ADOPTION,WALK IN,1582329600.0
10791,A0979727,LABRADOR RETR,STRAY,AT LARGE,1582416000.0,APP WNL,RETURNED TO OWNER,FIELD,1582416000.0
10792,A1096529,PIT BULL,CONFISCATED,KEEP SAFE,1582243200.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10793,A1096541,ALASKAN HUSKY,STRAY,CONFINED,1584748800.0,APP WNL,ADOPTION,WESTMORELD,1585267200.0
10794,A1096116,PIT BULL,STRAY,CONFINED,1581724800.0,APP WNL,ADOPTION,OFFSITE,1582329600.0
10795,A1098996,LABRADOR RETR,STRAY,AT LARGE,1584835200.0,APP WNL,TRANSFER,MEDICAL,1585267200.0
10796,A1103838,DOMESTIC SH,FOSTER,RETURN,1596844800.0,APP WNL,ADOPTION,BY FOSTER,1596844800.0
10797,A1093995,CATAHOULA,STRAY,WEB,1579219200.0,NORMAL,FOUND EXP,OTHER,1582329600.0
10798,A1099134,DOMESTIC SH,OWNER SURRENDER,FIELD,1585008000.0,APP WNL,TRANSFER,GENERAL,1585267200.0
10799,A1096939,PIT BULL,FOSTER,TREATMENT,1585267200.0,UNKNOWN,FOSTER,TREATMENT,1585267200.0
10800,A1096717,ROTTWEILER,OWNER SURRENDER,GENERAL,1583280000.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10801,A1096129,PIT BULL,STRAY,AT LARGE,1581811200.0,APP WNL,ADOPTION,WALK IN,1582329600.0
10802,A1097774,DOMESTIC SH,STRAY,AT LARGE,1583452800.0,APP WNL,TRANSFER,UNDERAGE,1583452800.0
10803,A1101788,GERM SHEPHERD,STRAY,WEB,1590192000.0,NORMAL,LOST EXP,OTHER,1592956800.0
10804,A1096560,LHASA APSO,OWNER SURRENDER,GENERAL,1582243200.0,APP WNL,ADOPTION,WALK IN,1582329600.0
10805,A1061563,CHIHUAHUA SH,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,WALK IN,1583452800.0
10806,A1101200,DOMESTIC SH,STRAY,AT LARGE,1589414400.0,APP SICK,FOSTER,APPOINT,1589414400.0
10807,A1097563,SIAMESE,STRAY,AT LARGE,1583280000.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10808,A1097538,DACHSHUND,FOSTER,RETURN,1583452800.0,APP WNL,TRANSFER,UNDERAGE,1583452800.0
10809,A1097777,BELG MALINOIS,STRAY,AT LARGE,1583452800.0,APP WNL,RETURNED TO OWNER,FIELD,1583452800.0
10810,A1094319,PIT BULL,STRAY,AT LARGE,1579996800.0,APP WNL,ADOPTION,WALK IN,1583452800.0
10811,A1095716,GERM SHEPHERD,STRAY,CONFINED,1581379200.0,APP WNL,ADOPTION,WALK IN,1582329600.0
10812,A1099045,GERM SHEPHERD,STRAY,AT LARGE,1584921600.0,APP INJ,TRANSFER,MEDICAL,1585267200.0
10813,A1093994,AUST CATTLE DOG,STRAY,WEB,1579651200.0,NORMAL,LOST EXP,OTHER,1582329600.0
10814,A1096447,CHIHUAHUA SH,STRAY,AT LARGE,1582156800.0,APP WNL,ADOPTION,WALK IN,1582329600.0
