intake_type,condition,age_in,breed,outcome,age_out,sex,intact_out,age,primary_color,secondary_color,breed_1,breed_2,pure,obey,reps_lower,reps_upper,height_low_inches,height_high_inches,weight_low_lbs,weight_high_lbs,time_in_shelter,at_risk,cond,breed_3
stray,normal,2.0,labrador retriever/german shepherd,adoption,2.0,0,0,adult,tan,black,labrador retriever,german shepherd,0.0,0.95,1.0,4.0,21.5,25.0,65.0,85.0,10,0,,labrador retriever
stray,normal,0.0,collie/labrador retriever,adoption,0.0,1,0,baby,white,tan,collie,labrador retriever,0.0,0.8999999999999999,3.0,9.5,21.5,25.0,52.5,77.5,36,1,,other
surrender,normal,2.0,pit bull,adoption,2.0,0,0,adult,brown,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,97,1,,pit bull
stray,normal,5.0,labrador retriever,adoption,5.0,1,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,71,1,,labrador retriever
stray,normal,0.0,labrador retriever,adoption,0.0,1,0,baby,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,21,1,,labrador retriever
stray,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,21,1,,labrador retriever
stray,normal,0.0,pit bull,adoption,0.0,0,0,baby,fawn,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,18,0,,pit bull
stray,normal,0.0,pit bull,adoption,0.0,0,0,baby,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,18,0,,pit bull
stray,normal,0.0,chinese shar pei/pit bull,adoption,1.0,1,0,young,blue,white,chinese shar pei,pit bull,0.0,0.6,21.0,32.5,17.5,19.5,42.5,52.5,119,1,,other
stray,normal,1.0,german shepherd,adoption,1.0,0,0,young,brown,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,9,0,,german shepherd
stray,nursing,2.0,shiba inu,adoption,2.0,0,0,adult,red,red,shiba inu,shiba inu,1.0,0.5,26.0,40.0,13.0,16.0,15.0,30.0,74,1,,other
surrender,normal,6.0,german shepherd/labrador retriever,adoption,6.0,1,0,adult,brown,brown,german shepherd,labrador retriever,0.0,0.95,1.0,4.0,21.5,25.0,65.0,85.0,183,1,,german shepherd
stray,normal,7.0,labrador retriever,adoption,7.0,1,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,56,1,,labrador retriever
surrender,normal,1.0,mastiff,adoption,1.0,0,0,young,brown,brown,mastiff,mastiff,1.0,0.1,81.0,100.0,27.0,30.0,175.0,190.0,67,1,,other
surrender,normal,2.0,doberman pinscher,adoption,2.0,0,0,adult,black,tan,doberman pinscher,doberman pinscher,1.0,0.95,1.0,4.0,26.0,28.0,60.0,100.0,86,1,,other
stray,normal,4.0,american pit bull terrier,adoption,4.0,0,0,adult,brown,white,american pit bull terrier,american pit bull terrier,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,37,1,,other
stray,normal,0.0,german shepherd,adoption,0.0,1,0,baby,tan,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,8,0,,german shepherd
stray,normal,4.0,german shepherd,adoption,4.0,0,0,adult,black,tan,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,65,1,,german shepherd
stray,normal,0.0,pit bull,adoption,0.0,1,0,baby,white,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,12,0,,pit bull
stray,normal,1.0,labrador retriever,adoption,1.0,1,0,young,black,brown,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,23,1,,labrador retriever
stray,normal,2.0,great pyrenees/anatolian sheepdog,adoption,2.0,1,0,adult,brown,white,great pyrenees,anatolian sheepdog,0.0,0.4349290780141842,33.159574468085104,60.51418439716312,27.0,30.5,97.5,135.0,14,0,,great pyrenees
stray,normal,15.0,bichon frise,adoption,15.0,1,0,senior,white,white,bichon frise,bichon frise,1.0,0.5,26.0,40.0,9.5,11.5,10.0,18.0,50,1,,other
stray,normal,2.0,labrador retriever,adoption,3.0,0,0,adult,cream,cream,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,47,1,,labrador retriever
stray,normal,0.0,plott hound,adoption,1.0,0,0,young,brown,brindle,plott hound,plott hound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,20.0,24.0,45.0,55.0,17,0,,other
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,white,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,91,1,,pit bull
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,brown,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,18,0,,pit bull
stray,normal,1.0,german shepherd,adoption,1.0,1,0,young,black,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,13,0,,german shepherd
stray,normal,7.0,pit bull,adoption,7.0,0,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,100,1,,pit bull
surrender,normal,5.0,great pyrenees/labrador retriever,adoption,5.0,1,0,adult,brown,white,great pyrenees,labrador retriever,0.0,0.625,21.0,42.0,24.0,28.0,75.0,100.0,47,1,,great pyrenees
surrender,injured,1.0,anatolian sheepdog,adoption,1.0,0,0,young,brown,black,anatolian sheepdog,anatolian sheepdog,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,27.0,29.0,100.0,150.0,83,1,,anatolian sheepdog
stray,normal,2.0,labrador retriever,adoption,2.0,0,0,adult,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,77,1,,labrador retriever
surrender,normal,1.0,rottweiler,adoption,1.0,1,0,young,black,tan,rottweiler,rottweiler,1.0,0.95,1.0,4.0,22.0,27.0,90.0,110.0,20,0,,other
surrender,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,71,1,,labrador retriever
surrender,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,84,1,,labrador retriever
surrender,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,74,1,,labrador retriever
surrender,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,chocolate,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,71,1,,labrador retriever
surrender,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,chocolate,chocolate,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,83,1,,labrador retriever
surrender,normal,0.0,labrador retriever,adoption,0.0,0,1,baby,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,66,1,,labrador retriever
surrender,normal,0.0,labrador retriever,adoption,0.0,0,1,baby,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,90,1,,labrador retriever
surrender,normal,0.0,labrador retriever,adoption,0.0,0,1,baby,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,90,1,,labrador retriever
surrender,normal,15.0,chihuahua,adoption,15.0,0,0,senior,tan,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,115,1,,chihuahua
surrender,normal,10.0,yorkshire terrier,adoption,10.0,0,0,senior,black,tan,yorkshire terrier,yorkshire terrier,1.0,0.7,16.0,25.0,8.0,8.0,3.0,7.0,115,1,,yorkshire terrier
public_assist,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,tan,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,8,0,,labrador retriever
stray,injured,1.0,pit bull,adoption,1.0,1,0,young,red,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,22,1,,pit bull
stray,injured,1.0,pit bull,adoption,1.0,1,0,young,black,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,18,0,,pit bull
stray,injured,0.0,chihuahua,adoption,0.0,1,0,baby,black,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,39,1,,chihuahua
stray,normal,2.0,pit bull/chinese shar pei,adoption,2.0,1,0,adult,brown,black,pit bull,chinese shar pei,0.0,0.6,21.0,32.5,17.5,19.5,42.5,52.5,48,1,,pit bull
stray,normal,2.0,pit bull,adoption,2.0,0,0,adult,brown,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,174,1,,pit bull
surrender,injured,0.0,german shepherd,adoption,0.0,0,0,baby,black,brown,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,51,1,,german shepherd
stray,normal,2.0,german shepherd/chinese shar pei,adoption,2.0,0,0,adult,brown,black,german shepherd,chinese shar pei,0.0,0.725,13.5,22.0,20.0,23.0,60.0,72.5,63,1,,german shepherd
stray,normal,11.0,shiba inu/chow chow,adoption,11.0,0,0,senior,tan,tan,shiba inu,chow chow,0.0,0.3,53.5,70.0,16.0,19.0,30.0,42.5,55,1,,other
stray,normal,4.0,siberian husky,adoption,4.0,0,0,adult,white,red,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,21,1,,siberian husky
stray,normal,2.0,labrador retriever,adoption,2.0,0,0,adult,black,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,73,1,,labrador retriever
surrender,normal,2.0,german shepherd,adoption,2.0,1,0,adult,brown,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,22,1,,german shepherd
surrender,normal,1.0,pit bull,adoption,1.0,0,0,young,brown,brindle,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,35,1,,pit bull
stray,normal,1.0,siberian husky,adoption,1.0,1,0,young,white,black,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,13,0,,siberian husky
surrender,normal,1.0,pharaoh hound,adoption,1.0,0,0,young,black,black,pharaoh hound,pharaoh hound,1.0,0.7,16.0,25.0,21.0,25.0,45.0,55.0,11,0,,other
surrender,normal,3.0,siberian husky,adoption,3.0,0,0,adult,white,gray,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,16,0,,siberian husky
surrender,normal,7.0,german shepherd/siberian husky,adoption,7.0,0,0,adult,black,white,german shepherd,siberian husky,0.0,0.725,13.5,22.0,21.0,24.5,57.5,75.0,47,1,,german shepherd
surrender,aged,11.0,redbone coonhound,adoption,11.0,0,0,senior,red,red,redbone coonhound,redbone coonhound,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,21.0,27.0,50.0,70.0,44,1,,other
surrender,normal,1.0,labrador retriever/siberian husky,adoption,1.0,1,0,young,white,cream,labrador retriever,siberian husky,0.0,0.725,13.5,22.0,20.5,23.5,47.5,70.0,9,0,,labrador retriever
surrender,normal,7.0,labrador retriever/siberian husky,adoption,7.0,1,0,adult,yellow,white,labrador retriever,siberian husky,0.0,0.725,13.5,22.0,20.5,23.5,47.5,70.0,26,1,,labrador retriever
stray,normal,1.0,pit bull/boxer,adoption,1.0,1,0,young,brown,brindle,pit bull,boxer,0.0,0.6,21.0,32.5,19.0,22.0,52.5,60.0,11,0,,pit bull
stray,nursing,0.0,australian cattle dog,adoption,0.0,1,0,baby,blue,tick,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,47,1,,australian cattle dog
abandoned,normal,13.0,labrador retriever,adoption,13.0,0,0,senior,chocolate,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,9,0,,labrador retriever
stray,injured,0.0,basenji,adoption,0.0,1,0,baby,brown,white,basenji,basenji,1.0,0.1,81.0,100.0,17.0,17.0,20.0,22.0,44,1,,other
surrender,normal,6.0,chihuahua,adoption,6.0,1,0,adult,brown,brown,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,40,1,,chihuahua
stray,normal,1.0,pointer,adoption,1.0,0,0,young,black,white,pointer,pointer,1.0,0.5,26.0,40.0,21.0,24.0,44.0,66.0,8,0,,pointer
stray,injured,2.0,pit bull/boxer,adoption,2.0,0,0,adult,fawn,brown,pit bull,boxer,0.0,0.6,21.0,32.5,19.0,22.0,52.5,60.0,112,1,,pit bull
stray,injured,1.0,chihuahua/dachshund,adoption,1.0,0,0,young,tan,tan,chihuahua,dachshund,0.0,0.4,33.5,60.0,6.5,9.5,9.0,18.5,9,0,,chihuahua
stray,injured,0.0,anatolian sheepdog,adoption,0.0,1,0,baby,white,black,anatolian sheepdog,anatolian sheepdog,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,27.0,29.0,100.0,150.0,31,1,,anatolian sheepdog
stray,normal,1.0,great pyrenees,adoption,1.0,0,0,young,white,brown,great pyrenees,great pyrenees,1.0,0.3,41.0,80.0,27.0,32.0,95.0,120.0,30,1,,great pyrenees
surrender,normal,1.0,rottweiler,adoption,1.0,1,0,young,black,tricolor,rottweiler,rottweiler,1.0,0.95,1.0,4.0,22.0,27.0,90.0,110.0,8,0,,other
surrender,normal,1.0,labrador retriever,adoption,1.0,1,0,young,brown,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,9,0,,labrador retriever
surrender,injured,1.0,german shepherd/labrador retriever,adoption,1.0,0,0,young,tan,tan,german shepherd,labrador retriever,0.0,0.95,1.0,4.0,21.5,25.0,65.0,85.0,61,1,,german shepherd
stray,injured,2.0,labrador retriever,adoption,2.0,0,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,25,1,,labrador retriever
stray,normal,1.0,rottweiler,adoption,1.0,0,0,young,black,tan,rottweiler,rottweiler,1.0,0.95,1.0,4.0,22.0,27.0,90.0,110.0,26,1,,other
surrender,injured,4.0,chihuahua,adoption,4.0,0,0,adult,tan,tan,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,72,1,,chihuahua
stray,normal,2.0,anatolian sheepdog,adoption,2.0,1,0,adult,brown,brown,anatolian sheepdog,anatolian sheepdog,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,27.0,29.0,100.0,150.0,17,0,,anatolian sheepdog
stray,normal,2.0,flat-coated retriever,adoption,2.0,1,0,adult,black,black,flat-coated retriever,flat-coated retriever,1.0,0.85,5.0,15.0,22.0,23.0,60.0,70.0,17,0,,other
stray,normal,1.0,great pyrenees,adoption,1.0,1,0,young,white,white,great pyrenees,great pyrenees,1.0,0.3,41.0,80.0,27.0,32.0,95.0,120.0,17,0,,great pyrenees
surrender,normal,4.0,australian cattle dog/labrador retriever,adoption,4.0,1,0,adult,blue,tick,australian cattle dog,labrador retriever,0.0,0.95,1.0,4.0,19.0,22.0,45.0,62.5,20,0,,australian cattle dog
stray,normal,2.0,chihuahua,adoption,2.0,1,0,adult,white,tan,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,14,0,,chihuahua
stray,normal,1.0,basenji,adoption,1.0,0,0,young,brown,white,basenji,basenji,1.0,0.1,81.0,100.0,17.0,17.0,20.0,22.0,8,0,,other
stray,normal,10.0,german shepherd,adoption,10.0,1,0,senior,black,tan,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,21,1,,german shepherd
stray,normal,3.0,german shepherd,adoption,3.0,0,0,adult,tan,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,54,1,,german shepherd
stray,normal,1.0,bullmastiff,adoption,1.0,1,0,young,tan,black,bullmastiff,bullmastiff,1.0,0.3,41.0,80.0,25.0,27.0,100.0,130.0,11,0,,other
stray,normal,0.0,labrador retriever,adoption,0.0,1,0,baby,buff,buff,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,16,0,,labrador retriever
stray,normal,0.0,labrador retriever,adoption,0.0,1,0,baby,buff,buff,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,16,0,,labrador retriever
stray,normal,0.0,labrador retriever,adoption,0.0,1,0,baby,buff,buff,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,16,0,,labrador retriever
stray,normal,0.0,labrador retriever,adoption,0.0,1,0,baby,buff,buff,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,93,1,,labrador retriever
stray,normal,0.0,labrador retriever,adoption,0.0,1,0,baby,buff,buff,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,93,1,,labrador retriever
stray,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,buff,buff,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,28,1,,labrador retriever
stray,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,buff,buff,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,28,1,,labrador retriever
stray,normal,10.0,german shepherd,adoption,10.0,0,0,senior,brown,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,10,0,,german shepherd
stray,normal,2.0,german shepherd,adoption,2.0,1,0,adult,white,yellow,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,180,1,,german shepherd
surrender,normal,1.0,german shepherd,adoption,1.0,0,0,young,white,white,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,16,0,,german shepherd
stray,injured,0.0,labrador retriever,adoption,0.0,0,0,baby,white,white,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,9,0,,labrador retriever
surrender,normal,3.0,border collie,adoption,3.0,1,0,adult,white,black,border collie,border collie,1.0,0.95,1.0,4.0,19.0,21.0,40.0,40.0,18,0,,border collie
stray,injured,0.0,chihuahua,adoption,0.0,0,0,baby,black,white,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,40,1,,chihuahua
stray,normal,2.0,pit bull,adoption,2.0,1,0,adult,brown,tan,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,10,0,,pit bull
public_assist,normal,10.0,labrador retriever,adoption,10.0,0,0,senior,chocolate,chocolate,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,16,0,,labrador retriever
public_assist,normal,10.0,australian cattle dog,adoption,10.0,1,0,senior,tricolor,tricolor,australian cattle dog,australian cattle dog,1.0,0.95,1.0,4.0,17.0,20.0,35.0,45.0,16,0,,australian cattle dog
stray,normal,2.0,australian cattle dog/border collie,adoption,2.0,1,0,adult,brown,white,australian cattle dog,border collie,0.0,0.95,1.0,4.0,18.0,20.5,37.5,42.5,12,0,,australian cattle dog
stray,normal,2.0,american pit bull terrier,adoption,2.0,1,0,adult,white,brown,american pit bull terrier,american pit bull terrier,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,63,1,,other
stray,injured,0.0,labrador retriever,adoption,0.0,1,0,baby,white,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,12,0,,labrador retriever
surrender,normal,0.0,chihuahua/italian greyhound,adoption,0.0,1,0,baby,blue,white,chihuahua,italian greyhound,0.0,0.3,41.0,80.0,9.0,12.0,4.0,7.5,12,0,,chihuahua
surrender,normal,1.0,german shepherd,adoption,1.0,0,0,young,black,tan,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,8,0,,german shepherd
surrender,normal,1.0,german shepherd,adoption,1.0,1,0,young,sable,sable,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,15,0,,german shepherd
surrender,normal,2.0,siberian husky,adoption,2.0,0,0,adult,black,white,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,138,1,,siberian husky
surrender,normal,1.0,german shepherd,adoption,1.0,1,0,young,black,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,12,0,,german shepherd
stray,normal,5.0,great pyrenees,adoption,5.0,0,0,adult,white,white,great pyrenees,great pyrenees,1.0,0.3,41.0,80.0,27.0,32.0,95.0,120.0,76,1,,great pyrenees
stray,normal,2.0,labrador retriever,adoption,2.0,0,0,adult,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,9,0,,labrador retriever
stray,normal,0.0,labrador retriever,adoption,0.0,0,0,baby,black,black,labrador retriever,labrador retriever,1.0,0.95,1.0,4.0,21.0,24.0,55.0,80.0,13,0,,labrador retriever
stray,normal,0.0,labrador retriever/german shepherd,adoption,0.0,0,0,baby,black,brown,labrador retriever,german shepherd,0.0,0.95,1.0,4.0,21.5,25.0,65.0,85.0,13,0,,labrador retriever
stray,normal,0.0,german shepherd,adoption,0.0,0,0,baby,black,brown,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,20,0,,german shepherd
stray,normal,0.0,german shepherd,adoption,0.0,1,0,baby,brown,black,german shepherd,german shepherd,1.0,0.95,1.0,4.0,22.0,26.0,75.0,90.0,13,0,,german shepherd
stray,injured,2.0,siberian husky,adoption,2.0,1,0,adult,tricolor,tricolor,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,26,1,,siberian husky
stray,normal,8.0,pit bull,adoption,8.0,0,1,adult,white,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,41,1,,pit bull
stray,injured,2.0,pit bull,adoption,2.0,1,0,adult,blue,white,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,43,1,,pit bull
stray,normal,1.0,american pit bull terrier,adoption,1.0,0,0,young,white,brown,american pit bull terrier,american pit bull terrier,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,17,0,,other
surrender,normal,1.0,beagle/boxer,adoption,1.0,0,0,young,brown,tricolor,beagle,boxer,0.0,0.3,53.5,70.0,17.0,20.5,41.5,50.0,33,1,,beagle
surrender,normal,2.0,german shepherd/border collie,adoption,2.0,0,0,adult,brown,brindle,german shepherd,border collie,0.0,0.95,1.0,4.0,20.5,23.5,57.5,65.0,25,1,,german shepherd
stray,normal,1.0,boxer,adoption,1.0,0,0,young,brown,white,boxer,boxer,1.0,0.5,26.0,40.0,21.0,25.0,65.0,70.0,9,0,,boxer
stray,injured,0.0,siberian husky,adoption,0.0,1,0,baby,white,tan,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,26,1,,siberian husky
stray,injured,0.0,siberian husky,adoption,0.0,0,1,baby,white,tan,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,25,1,,siberian husky
stray,injured,0.0,siberian husky,adoption,0.0,0,1,baby,white,tan,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,25,1,,siberian husky
stray,injured,0.0,siberian husky,adoption,0.0,1,0,baby,white,tan,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,29,1,,siberian husky
stray,injured,0.0,siberian husky,adoption,0.0,1,0,baby,sable,white,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,30,1,,siberian husky
stray,injured,0.0,siberian husky,adoption,0.0,1,0,baby,white,tan,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,74,1,,siberian husky
stray,injured,0.0,siberian husky,adoption,0.0,0,0,baby,white,tan,siberian husky,siberian husky,1.0,0.5,26.0,40.0,20.0,23.0,40.0,60.0,74,1,,siberian husky
stray,normal,0.0,anatolian sheepdog,adoption,0.0,0,0,baby,brown,brown,anatolian sheepdog,anatolian sheepdog,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,27.0,29.0,100.0,150.0,10,0,,anatolian sheepdog
stray,normal,0.0,anatolian sheepdog,adoption,0.0,0,0,baby,brown,brown,anatolian sheepdog,anatolian sheepdog,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,27.0,29.0,100.0,150.0,10,0,,anatolian sheepdog
stray,normal,0.0,anatolian sheepdog,adoption,0.0,0,0,baby,brown,white,anatolian sheepdog,anatolian sheepdog,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,27.0,29.0,100.0,150.0,10,0,,anatolian sheepdog
stray,normal,0.0,anatolian sheepdog,adoption,0.0,0,0,baby,brown,white,anatolian sheepdog,anatolian sheepdog,1.0,0.5698581560283685,25.31914893617021,41.02836879432624,27.0,29.0,100.0,150.0,10,0,,anatolian sheepdog
surrender,normal,3.0,pit bull,adoption,3.0,1,0,adult,white,black,pit bull,pit bull,1.0,0.7,16.0,25.0,17.0,19.0,40.0,50.0,127,1,,pit bull
surrender,normal,5.0,chihuahua,adoption,5.0,0,0,adult,black,tan,chihuahua,chihuahua,1.0,0.3,41.0,80.0,6.0,9.0,2.0,5.0,10,0,,chihuahua
surrender,normal,0.0,miniature pinscher,adoption,0.0,0,0,baby,tricolor,tricolor,miniature pinscher,miniature pinscher,1.0,0.7,16.0,25.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,16,0,,other
surrender,normal,0.0,miniature pinscher/dachshund,adoption,0.0,0,0,baby,black,tan,miniature pinscher,dachshund,0.0,0.6,21.0,32.5,12.470588235294118,15.454248366013072,29.46732026143791,44.76143790849673,15,0,,other
surrender,normal,2.0,miniature pinscher,adoption,2.0,0,0,adult,tricolor,tricolor,miniature pinscher,miniature pinscher,1.0,0.7,16.0,25.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,18,0,,other
surrender,normal,1.0,miniature pinscher,adoption,1.0,1,0,young,black,tan,miniature pinscher,miniature pinscher,1.0,0.7,16.0,25.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,9,0,,other
surrender,normal,0.0,miniature pinscher,adoption,0.0,1,0,baby,black,tan,miniature pinscher,miniature pinscher,1.0,0.7,16.0,25.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,16,0,,other
surrender,normal,0.0,miniature pinscher,adoption,0.0,1,0,baby,black,tan,miniature pinscher,miniature pinscher,1.0,0.7,16.0,25.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,16,0,,other
surrender,normal,0.0,miniature pinscher,adoption,0.0,1,0,baby,brown,brown,miniature pinscher,miniature pinscher,1.0,0.7,16.0,25.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,50,1,,other
surrender,normal,0.0,miniature pinscher,adoption,0.0,1,0,baby,black,tan,miniature pinscher,miniature pinscher,1.0,0.7,16.0,25.0,17.941176470588236,20.908496732026144,42.93464052287582,57.52287581699346,50,1,,other
